@relation gps_data_extended_classes

@attribute obsID numeric
@attribute birdID numeric
@attribute day numeric
@attribute min numeric
@attribute speed numeric
@attribute area numeric
@attribute movement_time numeric
@attribute movement_ratio numeric
@attribute distance numeric
@attribute c3 numeric
@attribute c8 numeric
@attribute c16 numeric

@data
7760,167,187,818,0.217486,10.357478,4.918536,0.898207,10.951896,1,3,6
7764,167,187,819,0.283196,10.78143,6.460593,0.962998,13.417671,2,2,2
7904,167,188,823,5.525124,11648.996238,14.77073,0.95991,538.566617,3,6,10
7921,167,188,831,0.305941,55.467668,27.91317,0.921863,30.27908,2,2,2
7922,167,188,831,0.299833,46.632836,15.09349,0.945371,31.931368,2,2,2
7923,167,188,831,0.204206,31.760797,10.60028,0.919633,23.053269,2,2,2
7924,167,188,831,0.086023,20.94676,18.38712,0.916017,20.072889,2,2,2
7925,167,188,832,0.115758,22.499477,9.389735,0.915804,20.505997,2,2,2
7927,167,188,832,0.324037,35.673989,4.920114,0.507576,19.386723,2,2,2
7932,167,188,834,0.014142,1.760172,3.182876,0.44675,7.124506,2,2,2
7933,167,188,834,0.033166,1.408782,1.525315,0.428078,7.126344,1,5,7
7934,167,188,834,0.100499,5.32827,2.653313,0.629512,8.429741,1,5,7
7935,167,188,834,0.144568,6.550379,7.902557,0.765042,10.329566,2,2,2
7938,167,188,835,0.369594,12.230692,8.055926,0.936194,17.209943,2,2,2
7939,167,188,835,0.35,22.2553,16.30286,0.887616,18.367016,2,2,2
7940,167,188,836,0.075498,18.754655,6.734998,0.861805,15.629973,2,2,2
7941,167,188,836,0.083066,26.656285,6.658179,0.79292,16.794072,1,5,7
7948,167,188,838,0.451442,60.22861,11.8157,0.877277,26.937212,2,2,2
7949,167,188,838,0.065574,58.91936,13.45209,0.910661,29.54358,2,2,2
7950,167,188,838,0.342199,61.491581,22.75561,0.82477,27.590255,2,2,2
7951,167,188,839,0.359444,57.806428,11.29183,0.823633,27.419569,2,2,2
8127,167,189,804,0.140712,4.394765,2.493472,0.462146,10.790842,2,8,14
8219,167,189,829,0.260192,14.282408,5.981865,0.91367,13.094153,2,2,2
8220,167,189,829,0.31209,21.990923,6.493207,0.858713,15.12311,2,2,2
8221,167,189,829,0.245357,11.789393,10.06181,0.721048,13.954419,2,2,2
8222,167,189,830,0.061644,8.574562,7.130351,0.642853,11.091721,2,2,2
8128,167,189,804,0.060828,6.682069,4.507481,0.461519,9.766624,1,5,7
8129,167,189,805,0.207123,4.845322,5.729661,0.750751,7.631903,2,8,14
8131,167,189,805,0.024495,2.198658,1.962278,0.697998,5.622588,2,8,14
8132,167,189,805,0.090554,1.991503,3.667704,0.667774,5.49243,1,5,7
8119,167,189,802,0.070711,46.042356,1.960394,0.944836,33.197601,1,5,7
8138,167,189,807,0.022361,1.131699,0.980839,0.46352,4.232135,1,5,7
8139,167,189,807,0.078102,0.199062,0.504103,0.470691,2.141972,1,5,7
8140,167,189,808,0.126886,0.219866,0.775354,0.371833,2.085223,1,5,7
8141,167,189,808,0.061644,0.270564,0.289405,0.242833,2.383571,1,5,7
8143,167,189,808,0.115758,0.329799,0.342278,0.119361,2.867599,1,5,7
8144,167,189,809,0.070711,0.273262,0.19951,0.065482,3.046793,1,5,7
8145,167,189,809,0.07874,0.330944,0.427008,0.253595,3.367642,1,5,7
8146,167,189,809,0.037417,0.362871,0.327887,0.232484,2.820723,1,5,7
8151,167,189,810,0.115758,0.245326,0.673409,0.227098,2.965276,1,5,7
8152,167,189,811,0.08775,0.291183,0.308667,0.214096,2.883442,1,5,7
8153,167,189,811,0.086603,0.353189,0.254392,0.163529,3.111277,1,5,7
8154,167,189,811,0.064807,0.47794,0.60768,0.397637,3.056453,1,5,7
8155,167,189,812,0.07,1.951854,3.621053,0.577532,6.269869,1,5,7
8156,167,189,812,0.11,6.677361,5.419452,0.801349,13.525819,1,5,7
8158,167,189,812,0.314643,17.794134,21.94482,0.946213,23.192249,2,8,14
8159,167,189,813,0.263818,46.02562,25.21393,0.927408,27.187538,2,8,14
8160,167,189,813,0.502892,145.668625,14.30366,0.814839,35.107966,2,8,14
8161,167,189,813,0.222036,242.544053,11.63294,0.552504,42.109916,2,8,14
8165,167,189,814,0.122066,47.227927,7.812278,0.67342,23.201784,2,4,15
8166,167,189,814,0.18412,16.616337,7.515997,0.404495,18.581187,2,4,15
8167,167,189,815,0.053852,5.992276,3.263638,0.66443,9.823869,2,4,15
8174,167,189,817,0.194165,139.444908,33.5658,0.355853,94.32493,2,2,2
8179,167,189,818,0.610655,40.939798,10.37385,0.906485,22.888076,2,2,2
8180,167,189,818,0.092736,50.368302,7.602687,0.754508,20.152702,2,2,2
8184,167,189,820,0.086023,6.419702,3.938,0.730912,10.775574,2,2,2
8185,167,189,820,0.165831,6.619395,5.654262,0.855184,13.223505,2,2,2
8187,167,189,820,0.34322,23.680961,14.78447,0.840875,17.582248,2,2,2
8192,167,189,822,0.070711,7.072674,9.067163,0.893033,10.153224,1,5,7
8200,167,189,824,0.311288,349.152351,49.44528,0.878828,112.525462,1,4,16
8206,167,189,825,0.836062,2605.890608,75.94749,0.460172,165.041669,3,6,10
8207,167,189,826,0.242693,379.809039,87.39648,0.900746,97.026724,1,5,7
8209,167,189,826,0.449555,601.278506,43.46684,0.853565,101.847741,2,2,2
8210,167,189,826,0.103923,47.830572,14.83077,0.666532,22.250652,2,2,2
8211,167,189,827,0.581808,79.873176,9.758372,0.669064,29.170216,2,2,2
8214,167,189,828,0.160624,47.677101,11.66405,0.508534,22.936592,2,2,2
8307,167,190,889,0.154272,8.394466,0.852108,0.08124,20.977624,1,7,13
8318,167,190,892,0.351283,2.933294,3.330257,0.486061,13.703034,1,7,13
8319,167,190,892,0.172047,5.719881,2.38569,0.392809,12.146808,1,7,13
8320,167,190,892,0.155242,6.101828,0.851157,0.049328,17.255101,1,7,13
8322,167,190,893,0.036056,14.360081,2.588545,0.175538,29.492717,1,5,7
8323,167,190,893,0.147309,13.662296,2.624195,0.178261,29.442193,1,5,7
8324,167,190,893,0.060828,12.717999,5.581646,0.195566,28.540969,1,5,7
8325,167,190,894,0.014142,12.717999,2.487617,0.073952,33.638466,1,5,7
8308,167,190,889,0.342199,8.552551,3.816609,0.521057,14.649496,1,7,13
8326,167,190,894,0.08775,2.253837,0.614184,0.037927,32.388103,1,5,7
8327,167,190,894,0.075498,6.300744,2.164704,0.159479,27.147125,1,5,7
8331,167,190,895,0.166733,4.926055,1.576028,0.165019,19.101194,1,7,13
8332,167,190,896,0.258263,6.100492,7.791047,0.419834,18.557457,1,7,13
8333,167,190,896,0.059161,4.062057,0.944112,0.119581,15.790281,1,7,13
8334,167,190,896,0.033166,3.290478,0.573269,0.082659,13.870716,1,7,13
8335,167,190,896,0.05831,4.014128,2.956986,0.215259,13.736865,1,7,13
8309,167,190,889,0.172337,6.20803,2.807863,0.167209,16.79249,1,7,13
8337,167,190,897,0.053852,13.529113,2.698579,0.197303,27.354733,1,5,7
8338,167,190,897,0.10198,12.626128,1.012409,0.082377,24.579885,1,5,7
8339,167,190,897,0.275318,12.478797,1.148459,0.048433,23.712538,1,7,13
8340,167,190,898,0.107238,12.478797,0.949454,0.081274,23.364295,1,7,13
8342,167,190,898,0.053852,20.092721,1.313287,0.181881,21.661732,1,7,13
8343,167,190,899,0.036056,4.996507,5.916544,0.826816,14.311634,1,7,13
8344,167,190,900,0.165529,3.068866,4.477649,0.719989,12.4381,1,7,13
8345,167,190,900,0.180278,3.61197,3.216133,0.813438,11.861263,1,7,13
8346,167,190,900,0.092736,3.607463,4.900215,0.813219,12.0514,1,7,13
8347,167,190,900,0.157797,1.233899,1.023875,0.210014,4.875277,1,7,13
8348,167,190,901,0.086603,1.423579,1.435282,0.276383,5.193092,1,7,13
8349,167,190,901,0.07874,3.526133,1.243293,0.351037,7.083537,1,7,13
8350,167,190,901,0.169115,3.316609,0.946915,0.189519,9.99283,1,7,13
8351,167,190,901,0.088318,3.168908,0.646226,0.058025,11.136961,1,7,13
8311,167,190,890,0.045826,3.945178,1.888587,0.221365,17.063139,1,7,13
8312,167,190,890,0.486929,5.882403,1.466698,0.126163,23.250847,1,7,13
8313,167,190,890,0.100499,5.882403,3.217975,0.140189,22.954498,1,7,13
8554,167,191,907,0.25,51.277496,10.92615,0.38639,28.277509,2,2,2
8556,167,191,907,0.192354,39.925223,8.12915,0.621262,26.169786,2,2,2
8558,167,191,908,0.017321,30.910312,5.284625,0.522848,20.214781,2,2,2
12894,169,191,908,0.091104,19.863695,5.81869,0.826844,14.074455,2,3,3
8545,167,191,904,0.178326,27.579403,6.423315,0.715037,17.966395,2,2,2
8566,167,191,910,0.275136,92.72782,17.61045,0.95403,36.918032,2,4,8
8567,167,191,911,0.602993,117.609169,40.61556,0.958615,42.36899,2,4,8
8568,167,191,911,0.445197,158.93769,21.32919,0.940767,45.344228,2,4,8
8569,167,191,911,0.787591,154.697745,17.57171,0.786089,44.706665,2,4,8
8571,167,191,912,0.140357,132.329082,32.48444,0.756903,42.917548,2,2,2
8546,167,191,904,0.19105,28.531618,13.55413,0.730577,18.552636,2,2,2
8574,167,191,912,0.136382,137.616746,19.99693,0.492904,40.569591,2,4,11
8577,167,191,913,0.24779,69.866374,3.030752,0.152805,39.668284,1,5,7
8578,167,191,913,0.118743,75.742939,7.491636,0.177563,42.1915,2,2,2
8580,167,191,914,0.465296,72.12684,12.62206,0.832165,30.335484,2,2,2
8581,167,191,914,0.3937,45.338514,9.935929,0.86813,22.890411,2,2,2
8582,167,191,915,0.328329,35.508641,15.45543,0.732526,21.098822,2,3,3
8584,167,191,915,0.115758,7.164894,4.629332,0.647904,14.290173,1,3,4
8585,167,191,915,0.033166,4.354943,5.641673,0.534408,10.556866,2,2,2
8548,167,191,905,0.316702,73.112678,8.727997,0.671279,26.004089,2,2,2
8549,167,191,905,0.692676,80.825788,7.361568,0.53551,27.493655,2,2,2
8551,167,191,906,0.222935,58.930998,6.978485,0.563009,24.789976,2,2,2
8709,167,192,962,0.308221,230.229841,1.481126,0.721857,65.658425,2,2,2
8719,167,192,964,0.053852,8.946215,10.07402,0.669534,15.046308,2,4,8
8722,167,192,965,0.261725,44.004454,7.065846,0.713678,19.801203,2,4,8
8723,167,192,966,0.489285,44.469501,15.8858,0.751245,21.145977,2,4,8
8724,167,192,966,0.60075,42.651619,7.908201,0.74749,21.159354,2,4,8
8725,167,192,966,0.301496,28.128522,7.211023,0.770911,18.707791,2,2,2
8726,167,192,966,0.328329,33.717717,10.90018,0.536067,20.333637,2,2,2
8727,167,192,967,0.150997,30.951677,8.915769,0.41212,21.633911,2,2,2
8710,167,192,962,0.05,230.229841,1.841478,0.610435,69.383282,2,2,2
8728,167,192,967,0.292746,35.494506,5.520419,0.481347,22.937394,1,7,13
8734,167,192,968,0.347707,50.629677,13.37918,0.523325,25.565732,1,3,4
8735,167,192,969,0.209045,41.14734,6.417782,0.537396,23.884737,2,2,2
8736,167,192,969,0.269258,55.996218,7.175244,0.534924,26.827157,2,2,2
8737,167,192,969,0.166733,37.049538,10.74967,0.722063,29.774892,2,2,2
8711,167,192,962,0.436005,234.569145,3.432603,0.641722,69.537642,2,2,2
8738,167,192,970,0.358608,70.515895,25.08457,0.755362,33.208654,2,2,2
8740,167,192,970,0.555248,64.750588,15.19507,0.931689,32.618346,2,8,14
8742,167,192,971,0.489694,118.395946,21.67534,0.669719,32.364823,2,2,2
8747,167,192,972,0.086023,25.149295,4.917029,0.424272,23.178645,2,2,2
8712,167,192,962,0.104881,33.682145,9.401236,0.474661,19.806204,2,2,2
8751,167,192,973,0.238747,48.086902,6.177659,0.53833,22.951211,2,2,2
8755,167,192,974,0.398999,61.030565,12.1623,0.590628,41.184302,2,8,14
8756,167,192,974,0.278568,42.892155,16.33556,0.392567,41.61219,1,3,4
8714,167,192,963,0.175499,13.957612,1.947986,0.262018,14.869123,2,2,2
9097,167,195,606,0.466905,218.514324,32.0021,0.522498,61.248323,2,4,8
9098,167,195,606,0.729589,101.743409,6.657487,0.302941,43.952392,2,2,2
9099,167,195,606,0.136382,43.037061,9.100152,0.902055,20.176482,2,2,2
9100,167,195,606,0.471805,35.605222,10.46084,0.937272,22.321884,2,2,2
9101,167,195,607,0.05099,16.254962,9.022584,0.967772,18.646085,2,2,2
9104,167,195,608,0.286705,17.294661,7.598811,0.957472,15.872656,2,2,2
9105,167,195,608,0.240624,5.895841,7.13566,0.992247,14.382837,2,2,2
9110,167,195,609,0.028284,22.455145,6.513551,0.839064,15.525752,1,3,4
9111,167,195,610,0.311288,28.399683,7.861288,0.862917,18.220262,2,2,2
9112,167,195,610,0.338526,28.437018,7.322353,0.828423,17.677808,2,2,2
9113,167,195,611,0.192614,20.28294,3.89529,0.722672,16.170358,1,3,4
9121,167,195,614,0.447437,11.462569,3.15518,0.4472,14.110826,2,2,2
9123,167,195,615,0.114455,41.579434,4.418658,0.621454,21.330564,1,3,6
9088,167,195,602,0.670746,63.344473,6.430323,0.755893,25.52076,1,3,4
9125,167,195,616,0.464973,52.009275,8.343586,0.806708,20.685517,1,3,4
9130,167,195,617,0.265707,28.089689,7.905846,0.824845,19.169287,1,3,6
9131,167,195,617,0.367287,40.138073,8.258944,0.818764,20.174185,2,2,2
9132,167,195,617,0.05099,33.747957,14.16589,0.794256,17.835431,2,2,2
9089,167,195,603,0.091652,48.189259,3.87391,0.475172,24.45795,1,3,4
9090,167,195,603,0.341906,17.94343,3.761414,0.548505,20.572728,1,3,4
9091,167,195,604,0.170587,19.346706,2.086829,0.331862,18.864749,2,2,2
9092,167,195,604,0.072111,29.514637,10.95117,0.672727,32.557562,2,2,2
9093,167,195,605,0.034641,160.707058,25.44305,0.905729,56.182461,2,2,2
9365,167,196,690,0.54461,18902.919198,7.449442,0.779027,611.999975,2,4,15
9506,167,197,695,0.078102,0.399314,0.236524,0.201609,3.51955,1,7,13
9508,167,197,696,0.067082,0.427916,0.054546,0.056905,3.834222,1,7,13
9509,167,197,696,0.120416,0.343811,0.226412,0.146369,4.640578,1,7,13
9511,167,197,698,0.03,1.124553,0.546967,0.219954,7.460199,1,5,7
9512,167,197,698,0.113578,0.760345,0.094903,0.045749,8.297737,1,1,1
9514,167,197,699,0.054772,1.408351,1.007014,0.342784,8.813264,1,7,13
9515,167,197,700,0.09798,1.176065,0.607816,0.185825,9.812688,1,7,13
9516,167,197,700,0.053852,2.315176,1.703749,0.433118,11.801043,1,7,13
9517,167,197,701,0.19,1.515257,0.310204,0.078019,11.928054,1,7,13
9518,167,197,701,0.136748,1.515257,0.220327,0.058503,11.298215,1,7,13
9521,167,197,703,0.110454,0.96839,0.252586,0.095115,7.966753,1,7,13
9522,167,197,703,0.113578,1.627261,0.738306,0.369697,5.991179,1,7,13
9524,167,197,704,0.130384,1.297493,0.443451,0.267006,4.982474,1,7,13
9525,167,197,705,0.022361,1.297493,0.571526,0.440069,5.194873,1,7,13
9528,167,197,707,0.151327,1.208621,0.69398,0.281367,7.399382,1,7,13
9531,167,197,708,0.147986,1.431299,0.552376,0.206558,8.022568,1,7,13
9532,167,197,709,0.161245,1.520614,1.085181,0.473014,6.882544,1,7,13
9534,167,197,710,0.1772,1.497149,0.148447,0.05679,7.841939,1,7,13
9535,167,197,710,0.222935,1.497149,0.578827,0.236745,7.33481,1,7,13
9500,167,197,692,0.014142,1.123926,1.174222,0.594363,5.926793,1,7,13
9538,167,197,712,0.083066,1.096727,0.313726,0.159298,7.877717,1,7,13
9539,167,197,712,0.128452,0.776677,0.396095,0.182302,6.518243,1,7,13
9541,167,197,714,0.108628,0.405485,0.367962,0.215446,5.123726,1,7,13
9542,167,197,714,0.232809,0.439186,0.168727,0.104134,6.481111,1,7,13
9501,167,197,692,0.122066,0.489886,0.043653,0.025311,5.174047,1,7,13
9504,167,197,694,?,0.64446,0.1506,0.08813,5.126553,1,7,13
6336,167,181,727,0.244131,25.084003,11.65478,0.710704,16.39893,1,5,7
6337,167,181,727,0.028284,47.046925,10.10977,0.810969,24.932547,2,8,14
6338,167,181,727,0.041231,52.302148,10.77835,0.840101,25.65964,2,8,14
6339,167,181,727,0.486107,27.311078,20.65315,0.84979,24.303829,2,8,14
6340,167,181,728,0.498297,14.350539,16.79541,0.810213,20.729626,2,8,14
6343,167,181,728,0.107703,3.299911,4.080341,0.404613,10.084565,1,1,1
6344,167,181,729,0.199499,0.641121,0.427692,0.072601,5.891029,1,1,1
6345,167,181,729,0.046904,1.579708,1.079266,0.380429,5.673942,1,1,1
6346,167,181,729,0.29189,10.958401,6.257162,0.738013,16.95677,1,1,1
6347,167,181,729,0.123693,33.374912,26.35463,0.854271,30.850432,1,1,1
6349,167,181,730,0.821766,108.200014,13.79409,0.633314,43.561635,2,8,14
6350,167,181,730,0.720347,106.644993,9.918262,0.402312,49.306298,2,8,14
6351,167,181,731,0.222935,95.517221,13.57146,0.493351,55.017427,1,5,7
6353,167,181,731,0.518748,39.684828,4.805162,0.230216,41.744816,2,8,14
6356,167,181,732,0.391024,24.90677,2.244924,0.101066,44.424901,2,8,14
6358,167,181,733,0.197484,68.531904,6.146296,0.129274,47.544645,2,8,14
6362,167,181,734,1.033441,76.537121,3.799368,0.162371,46.798678,2,8,14
6366,167,181,735,0.114018,32.225349,3.352695,0.1178,56.921779,2,8,14
6382,167,181,742,0.11,120.227293,9.158408,0.680642,40.36665,2,4,15
6385,167,181,743,0.260192,34.628011,13.05513,0.918684,28.421379,2,4,15
6386,167,181,744,0.06,34.733751,23.92285,0.795887,30.058091,2,4,15
11133,169,182,778,0.046904,4.311733,0.949504,0.147002,12.918215,2,8,14
11140,169,182,780,0.562406,16.231363,4.440251,0.53564,16.579239,2,8,14
11142,169,182,781,0.078102,12.666592,2.247512,0.241176,18.637955,2,2,2
11143,169,182,781,0.07,13.501012,1.616624,0.173857,18.597181,2,2,2
11144,169,182,781,0.164317,12.348757,2.808709,0.364594,15.407319,2,2,2
11145,169,182,782,0.145602,11.478675,5.929563,0.404604,14.655227,2,2,2
11146,169,182,782,0.054772,7.724226,2.166348,0.319977,13.540667,2,2,2
11148,169,182,782,0.123288,14.589223,4.953225,0.339545,14.587853,2,2,2
11150,169,182,783,0.156525,8.155455,1.986739,0.29914,13.283025,1,4,5
11151,169,182,783,0.49051,6.319839,0.824065,0.137904,11.951326,1,5,7
11154,169,182,784,0.300832,7.461783,2.649909,0.693939,7.6373,1,5,7
11155,169,182,785,0.284429,12.649482,4.707208,0.851182,11.060397,2,2,2
11156,169,182,785,0.160312,14.36438,4.736768,0.83559,11.337539,2,2,2
11157,169,182,785,0.137477,23.320004,6.337089,0.855654,14.812262,2,2,2
11158,169,182,786,0.287576,13.137323,7.275798,0.40552,17.941898,2,2,2
11162,169,182,787,0.145258,39.51318,12.68642,0.400779,31.654406,2,2,2
282,166,182,787,0.145258,3818.926255,2.266377,0.674427,208.347926,2,2,2
11165,169,182,787,0.145258,21.325947,12.00393,0.458994,26.152676,2,2,2
11167,169,182,788,0.036056,8.67112,2.802662,0.348495,16.084371,2,2,2
11168,169,182,788,0.370675,8.886114,1.187192,0.182611,13.002384,2,2,2
11169,169,182,789,?,12.459419,1.259108,0.176707,14.250828,2,2,2
11127,169,182,777,0.12,1.537743,0.693738,0.094777,7.31968,1,5,7
11130,169,182,777,0.170294,0.928802,0.630444,0.07814,8.068137,1,5,7
11131,169,182,778,0.141774,3.421842,3.394742,0.319487,10.625608,1,5,7
11752,169,186,678,0.168819,2.27944,0.273502,0.07141,7.660057,2,8,14
11764,169,186,681,0.37855,0.713624,0.630362,0.387128,3.256607,1,5,7
11765,169,186,682,1.17669,0.426652,1.267317,0.428105,2.960292,1,1,1
11766,169,186,682,0.093808,1.011829,0.740194,0.389783,3.797978,1,5,7
11770,169,186,683,0.175499,33.64558,5.768717,0.55636,20.737346,1,5,7
11773,169,186,684,0.078102,36.882165,0.670122,0.042972,31.188892,1,1,1
11775,169,186,684,0.014142,36.882165,2.045492,0.215546,28.469391,1,1,1
11776,169,186,685,0.104403,17.613639,1.957968,0.11592,33.781304,1,1,1
11777,169,186,685,0.211187,18.87816,1.558072,0.087653,35.551062,1,1,1
11778,169,186,686,0.09798,14.795287,0.215695,0.017918,36.113127,1,1,1
11779,169,186,686,0.01,14.774261,0.845293,0.046473,36.378193,1,1,1
11750,169,186,678,0.20025,1.634918,2.261877,0.267457,8.456983,1,1,1
11751,169,186,678,0.227596,2.27944,1.320284,0.30521,8.651637,1,1,1
11810,169,186,696,0.144568,11.333649,1.334945,0.123048,21.697961,2,4,15
11811,169,186,696,0.12083,11.652216,3.051554,0.585091,15.646576,2,4,15
11812,169,186,696,0.38092,4.181155,1.133847,0.288217,7.868019,2,4,15
11815,169,186,697,0.092736,8.850523,0.657967,0.461177,9.986991,1,4,16
11817,169,186,703,0.170587,11.474689,0.471971,0.279554,13.506423,1,4,16
11820,169,186,705,0.156525,141224.380463,111.3566,0.977106,2849.143444,2,4,15
11804,169,186,693,0.179722,0.440952,0.287601,0.078202,7.355374,1,4,5
11805,169,186,693,0.450111,2.06401,4.355606,0.709501,12.277941,1,4,5
12214,169,188,738,0.046904,7.490826,5.916099,0.510229,11.594994,1,5,7
12305,169,188,764,15.383335,7620.379254,481.8536,0.997085,966.524587,3,6,10
12307,169,188,765,14.725627,314518.813319,307.9378,0.992593,3412.592012,3,6,10
12220,169,188,740,0.208806,12.862548,2.90132,0.324925,17.858409,2,4,11
12223,169,188,741,0.151327,5.979514,0.573776,0.071107,16.138439,2,4,15
12206,169,188,736,0.111803,117.952398,1.074399,0.447065,40.854881,1,5,7
12227,169,188,742,0.154272,8.092503,1.832681,0.123715,29.627451,1,5,7
12232,169,188,743,0.162481,4.265739,0.548293,0.076578,14.319817,1,5,7
12233,169,188,744,0.125698,3.652294,2.354032,0.167616,14.044182,1,5,7
12207,169,188,737,0.054772,7.818029,1.154138,0.307298,26.290319,1,5,7
12235,169,188,744,0.152643,2.19482,2.17837,0.32217,13.523122,1,5,7
12236,169,188,744,0.170294,1.940847,0.723705,0.044998,16.083077,1,5,7
12237,169,188,745,0.243516,2.469894,3.9787,0.272757,14.586966,1,5,7
12238,169,188,745,0.24454,2.351646,0.106531,0.017643,12.076086,1,5,7
12241,169,188,746,0.137477,5.30794,3.103152,0.528703,11.738744,1,5,7
12243,169,188,746,0.064031,4.804651,1.812477,0.261213,13.877399,1,5,7
12208,169,188,737,0.151658,5.43839,0.704246,0.082143,17.146769,1,5,7
12245,169,188,747,0.100499,7.815471,1.368689,0.114936,23.816544,1,5,7
12246,169,188,747,0.115758,7.707412,2.449283,0.188061,26.04772,1,5,7
12249,169,188,748,0.30692,10.089422,1.002797,0.089974,22.290855,1,5,7
12253,169,188,749,0.03,1.59331,1.538288,0.508805,6.046669,1,5,7
12209,169,188,737,0.059161,4.281778,1.595937,0.242386,13.168568,1,5,7
12254,169,188,749,0.08124,0.1535,0.086394,0.02752,3.139265,1,5,7
12255,169,188,750,0.037417,0.147477,0.743337,0.237999,3.123284,1,5,7
12258,169,188,750,0.064031,0.201612,0.593704,0.255357,2.32499,1,5,7
12259,169,188,751,0.107703,0.177593,0.25311,0.225307,2.246798,1,5,7
12260,169,188,751,?,0.212698,0.200174,0.177942,2.249882,1,5,7
12261,169,188,751,0.04899,0.294547,0.518077,0.417633,2.481011,1,5,7
12262,169,188,752,0.140712,0.076602,0.216999,0.099798,2.174386,1,5,7
12263,169,188,752,0.041231,0.208374,0.315239,0.27804,2.267582,1,5,7
12210,169,188,737,0.033166,4.215338,1.279022,0.090864,14.076273,1,4,16
12264,169,188,752,0.07,0.273336,0.365151,0.268752,2.717385,1,5,7
12265,169,188,752,0.091104,0.263064,0.122612,0.046211,2.653312,1,5,7
12268,169,188,753,0.064031,0.270011,0.285784,0.159011,3.594508,1,5,7
12271,169,188,754,0.083666,0.781689,0.450133,0.149058,6.039711,1,5,7
12272,169,188,754,0.014142,1.014563,0.813112,0.276894,5.873094,1,5,7
12274,169,188,755,0.128452,1.614004,0.773949,0.268792,5.75872,1,5,7
12275,169,188,755,0.100499,1.614004,1.289071,0.487897,5.284194,1,5,7
12276,169,188,755,?,1.412687,0.429421,0.139381,6.161807,1,5,7
12277,169,188,756,0.05831,1.040836,0.896159,0.175867,5.095661,1,5,7
12278,169,188,756,0.06,0.870745,0.306531,0.131917,4.647315,1,5,7
12281,169,188,757,0.083666,0.785828,0.298037,0.13055,4.565864,1,5,7
12282,169,188,757,0.03,0.750391,0.617807,0.356552,3.465456,1,5,7
12285,169,188,758,0.037417,0.384452,0.744251,0.485909,3.063333,1,5,7
12286,169,188,758,0.114455,0.924547,0.379272,0.182582,4.154545,1,5,7
12289,169,188,759,0.03,1.426988,0.280413,0.101361,5.532968,1,5,7
12290,169,188,760,0.053852,1.426988,0.295421,0.163171,5.431498,1,5,7
12292,169,188,760,0.037417,1.486001,0.720393,0.299129,4.816604,1,5,7
12213,169,188,738,0.02,5.11313,0.291105,0.037525,15.515272,1,5,7
12295,169,188,761,0.150997,2.05758,0.15385,0.040806,7.540485,1,4,5
12296,169,188,762,0.086023,2.096454,0.57976,0.081464,7.116798,1,4,5
12297,169,188,762,0.092736,2.38579,0.445223,0.121826,7.30916,1,5,7
12298,169,188,762,0.05099,2.38579,0.789017,0.24115,6.54379,1,5,7
12299,169,188,762,0.075498,0.785311,1.283546,0.232377,5.523539,1,5,7
12300,169,188,763,0.083666,0.67826,0.883025,0.392046,4.504708,1,5,7
12301,169,188,763,0.115758,5.407232,6.568093,0.781852,16.80137,1,5,7
12302,169,188,763,0.064031,281.260422,117.3181,0.984251,238.390643,1,5,7
12794,169,191,881,0.100499,2.648891,1.051318,0.1896,11.089841,2,2,2
12799,169,191,883,0.145258,1.567629,1.38676,0.186588,7.432193,1,3,6
12800,169,191,883,0.235797,1.785574,0.972084,0.246869,7.875309,1,3,6
12802,169,191,883,0.100499,2.655986,1.179488,0.122787,9.605995,2,2,2
12803,169,191,884,0.041231,3.347512,1.310914,0.126397,10.371391,2,2,2
12804,169,191,884,0.03,4.020599,1.82424,0.415455,8.781884,2,2,2
12805,169,191,884,0.125698,2.936787,0.527643,0.121265,8.702334,2,2,2
12806,169,191,884,0.102956,1.752021,0.79041,0.091928,8.598095,2,2,2
12807,169,191,885,0.014142,1.54579,0.281133,0.068396,8.220729,2,2,2
12812,169,191,886,0.078102,2.757272,1.01138,0.288338,7.015248,2,2,2
12813,169,191,886,0.071414,2.214664,1.792115,0.286435,6.256623,2,2,2
12815,169,191,887,0.118743,4.87867,2.183097,0.612368,7.130014,2,2,2
12816,169,191,887,0.139284,37.366905,7.761178,0.726426,21.368125,2,2,2
12817,169,191,887,0.094868,63.439584,17.18947,0.690452,24.895973,2,2,2
12819,169,191,888,1.280039,44.713986,7.922789,0.665272,23.818192,2,2,2
12826,169,191,890,0.306757,1.538811,0.423783,0.09414,9.003283,1,5,7
12827,169,191,890,0.024495,1.357079,0.325104,0.072314,8.991493,1,5,7
12787,169,191,879,0.20664,2.621473,1.078692,0.369695,5.835575,2,2,2
12789,169,191,880,0.261916,5.164236,1.17977,0.241958,9.751845,2,2,2
12790,169,191,880,0.187083,3.602631,0.689116,0.126733,10.875082,1,3,6
13124,169,192,868,0.01,24.51331,0.445889,0.442988,36.235759,1,5,7
13137,169,192,875,0.20025,2.003073,0.62361,0.062761,9.936226,1,1,1
13139,169,192,876,0.041231,1.3536,0.534484,0.141911,7.532655,1,1,1
13140,169,192,876,0.036056,1.852382,1.535957,0.425652,7.216953,1,1,1
13141,169,192,877,0.20445,1.203537,1.407878,0.237032,5.939602,1,1,1
13142,169,192,877,0.041231,0.983523,0.470378,0.193274,4.867468,1,1,1
13125,169,192,871,0.061644,6.86784,0.169215,0.274458,16.030093,1,5,7
13143,169,192,877,0.074833,1.148441,0.43869,0.162257,5.40735,1,1,1
