obsID,birdID,day,min,y,x,speed,prevDay,prevMin,prevY,prevX,prevSpeed,c3,c8,c16
3423,166,197,744,610228.140552721,210474.562585311,0.03,197,744,610228.3814657,210474.221114322,0.192613603,1,1,1
3424,166,197,745,610228.26058483,210474.355331362,0.033166248,197,744,610228.140552721,210474.562585311,0.03,1,5,7
3425,166,197,745,610327.059283119,210439.885284716,0.133416641,197,745,610228.26058483,210474.355331362,0.033166248,1,4,5
3426,166,197,746,610200.86737335,210795.271397737,19.42283707,197,745,610327.059283119,210439.885284716,0.133416641,3,6,10
3393,166,197,728,610229.926827127,210478.851584742,0.066332496,197,727,610232.935307229,210476.24670513,0.176635217,1,1,1
3394,166,197,728,610230.247379291,210476.74278524,0.091104336,197,728,610229.926827127,210478.851584742,0.066332496,1,1,1
3395,166,197,729,610232.512619234,210476.271539147,0.33,197,728,610230.247379291,210476.74278524,0.091104336,1,1,1
3396,166,197,729,610232.037756252,210476.595806949,0.289827535,197,729,610232.512619234,210476.271539147,0.33,1,1,1
3398,166,197,730,610230.000275504,210477.509327383,0.433012702,197,730,610230.939893085,210475.990988792,0.172916165,1,1,1
6940,167,184,592,609596.546457823,210452.380730838,0.229346899,184,592,609596.709296943,210455.858981491,0.262488095,2,2,2
6941,167,184,592,609598.460151024,210450.392623644,0.092195445,184,592,609596.546457823,210452.380730838,0.229346899,2,2,2
6946,167,184,594,609601.993904309,210438.383627863,0.123693169,184,593,609598.786389769,210441.104033093,0.074833148,2,2,2
6947,167,184,594,609603.196425338,210435.54039333,0.190262976,184,594,609601.993904309,210438.383627863,0.123693169,2,2,2
6948,167,184,594,609603.29299328,210434.270748969,0.251992063,184,594,609603.196425338,210435.54039333,0.190262976,2,2,2
6932,167,184,590,609600.002334766,210464.335120113,0.256124969,184,590,609599.785336257,210466.735218246,0.041231056,2,2,2
6951,167,184,595,609602.851400865,210427.873486661,0.148660687,184,595,609602.570873173,210429.596887495,0.294618397,2,2,2
6953,167,184,595,609603.310886711,210422.388929774,0.269443872,184,595,609603.562209468,210422.943896852,0.194164878,2,2,2
6954,167,184,596,609604.674239634,210419.975529635,0.287228132,184,595,609603.310886711,210422.388929774,0.269443872,2,2,2
6933,167,184,590,609599.213091411,210463.467612064,0.115325626,184,590,609600.002334766,210464.335120113,0.256124969,2,2,2
6960,167,184,597,609607.314179591,210414.385970868,0.050990195,184,597,609607.022656144,210414.203393066,0.128062485,1,3,6
6961,167,184,598,609607.479117266,210414.211378165,0.09,184,597,609607.314179591,210414.385970868,0.050990195,1,3,6
6963,167,184,598,609607.422884521,210413.202526498,0.046904158,184,598,609605.585216964,210413.110949614,0.343656806,2,2,2
6966,167,184,599,609603.363912233,210407.777054912,0.156204994,184,599,609604.073158629,210408.466179533,0.12083046,2,2,2
6967,167,184,599,609602.70001939,210405.241071737,0.220454077,184,599,609603.363912233,210407.777054912,0.156204994,2,2,2
6971,167,184,601,609603.436534341,210399.647039392,0.286530976,184,600,609602.894505127,210399.938912429,0.107703296,2,2,2
6973,167,184,601,609603.372471851,210395.085085383,0.100498756,184,601,609601.552260047,210397.457289213,0.40012498,1,3,6
6974,167,184,601,609602.259254658,210394.115061934,0.35,184,601,609603.372471851,210395.085085383,0.100498756,2,2,2
6980,167,184,603,609601.376263047,210381.327168263,0.15132746,184,603,609598.463739286,210381.653177392,0.206397674,1,3,6
6981,167,184,603,609598.615429565,210380.336403459,0.222036033,184,603,609601.376263047,210381.327168263,0.15132746,2,2,2
6982,167,184,604,609597.296187107,210380.796685414,0.100498756,184,603,609598.615429565,210380.336403459,0.222036033,2,2,2
6984,167,184,604,609594.634787759,210380.701367519,0.071414284,184,604,609600.821716788,210381.499637794,0.024494897,1,3,6
6986,167,184,605,609594.01935527,210378.503530367,0.13453624,184,605,609593.70257151,210379.981616277,0.206397674,2,2,2
6987,167,184,605,609591.343244748,210377.139855815,0.434165867,184,605,609594.01935527,210378.503530367,0.13453624,2,2,2
6939,167,184,592,609596.709296943,210455.858981491,0.262488095,184,591,609600.092645881,210455.819683716,0.106301458,2,2,2
7268,167,185,1022,610380.621304647,210520.315977157,0.074833148,185,1022,610377.192484884,210522.188610827,0.014142136,1,7,13
7278,167,185,1025,610380.391369886,210520.64403138,0.090553851,185,1025,610382.443852853,210518.149929171,0.033166248,1,7,13
7279,167,185,1025,610379.873391025,210520.132104377,0.053851648,185,1025,610380.391369886,210520.64403138,0.090553851,1,7,13
7281,167,185,1026,610382.08731435,210519.077091886,0.186010752,185,1026,610380.26994069,210521.687987365,0.171464282,1,7,13
7282,167,185,1026,610380.020004664,210520.296409259,0.11045361,185,1026,610382.08731435,210519.077091886,0.186010752,1,7,13
7269,167,185,1022,610381.486014371,210519.057523843,0.16881943,185,1022,610380.621304647,210520.315977157,0.074833148,1,7,13
7288,167,185,1028,610379.923777926,210520.636189166,0.094339811,185,1028,610380.876818987,210520.273162841,0.083666003,1,7,13
7290,167,185,1028,610379.886287546,210521.24090215,0.273678644,185,1028,610380.304419237,210520.824333651,0.124096736,1,7,13
7291,167,185,1029,610377.697026522,210521.545263052,0.037416574,185,1028,610379.886287546,210521.24090215,0.273678644,1,7,13
7292,167,185,1029,610380.512712852,210520.549654362,0.081240384,185,1029,610377.697026522,210521.545263052,0.037416574,1,7,13
7293,167,185,1029,610380.424458602,210519.660866576,0.071414284,185,1029,610380.512712852,210520.549654362,0.081240384,1,7,13
7294,167,185,1030,610381.535242813,210519.462015891,0.114455231,185,1029,610380.424458602,210519.660866576,0.071414284,1,7,13
7270,167,185,1022,610381.157536024,210519.526172571,0.177200451,185,1022,610381.486014371,210519.057523843,0.16881943,1,7,13
7301,167,185,1032,610379.589893991,210520.640072594,0.117898261,185,1031,610381.236841708,210518.68855929,0.134907376,1,7,13
7302,167,185,1032,610380.009338545,210520.336375751,0.080622577,185,1032,610379.589893991,210520.640072594,0.117898261,1,7,13
7304,167,185,1032,610379.577528933,210520.533969913,0.18973666,185,1032,610379.964820686,210520.336893538,0.058309519,1,7,13
7305,167,185,1033,610380.012350295,210520.595316541,0.347131099,185,1032,610379.577528933,210520.533969913,0.18973666,1,7,13
7306,167,185,1033,610379.942947879,210520.37034997,0.179722008,185,1033,610380.012350295,210520.595316541,0.347131099,1,7,13
7271,167,185,1023,610381.88165566,210518.621296046,0.071414284,185,1022,610381.157536024,210519.526172571,0.177200451,1,7,13
7307,167,185,1033,610379.44467038,210520.595278856,0.123693169,185,1033,610379.942947879,210520.37034997,0.179722008,1,7,13
7327,167,185,1039,610374.087575061,210516.500688516,?,185,1039,610380.282990427,210515.153676881,0.309354166,1,7,13
7328,167,185,1040,610374.762565172,210513.285518908,0.124096736,185,1039,610374.087575061,210516.500688516,?,1,1,1
7331,167,185,1041,610375.952281281,210511.259638558,0.306757233,185,1040,610372.800119256,210515.86490115,0.294278779,1,7,13
7333,167,185,1041,610375.139830368,210511.269086628,0.306757233,185,1041,610376.897127598,210511.149044705,0.078740079,1,7,13
7334,167,185,1042,610376.70074608,210510.533770321,0.284780617,185,1041,610375.139830368,210511.269086628,0.306757233,1,7,13
7335,167,185,1043,610377.440243397,210509.99393804,0.352420204,185,1042,610376.70074608,210510.533770321,0.284780617,1,7,13
7336,167,185,1043,610377.315282761,210508.820038798,0.017320508,185,1043,610377.440243397,210509.99393804,0.352420204,1,7,13
7339,167,185,1045,610376.40687974,210512.064482048,0.070710678,185,1044,610375.303739371,210512.92064307,0,1,7,13
7340,167,185,1046,610376.985931681,210511.128090767,0.1,185,1045,610376.40687974,210512.064482048,0.070710678,1,7,13
7344,167,185,1048,610380.016202774,210507.526953923,0.328329103,185,1047,610373.695680873,210513.430734539,0.460543158,1,7,13
7345,167,185,1048,610378.192425854,210508.630547852,0.151657509,185,1048,610380.016202774,210507.526953923,0.328329103,1,7,13
7447,167,186,766,609537.036945959,210318.699594334,0.148996644,186,758,609542.155753092,210372.350615524,0.086023253,1,3,6
7456,167,186,768,609546.758369917,210299.837847025,0.453982379,186,768,609548.877955986,210303.127432486,0.197484177,1,3,6
7457,167,186,769,609545.37708893,210299.747580405,0.11,186,768,609546.758369917,210299.837847025,0.453982379,1,3,6
7458,167,186,769,609543.866801124,210297.168222928,0.373898382,186,769,609545.37708893,210299.747580405,0.11,1,3,6
7459,167,186,769,609545.78129527,210297.165974584,0.12328828,186,769,609543.866801124,210297.168222928,0.373898382,2,2,2
7460,167,186,769,609551.121579961,210296.944728006,0.066332496,186,769,609545.78129527,210297.165974584,0.12328828,1,3,6
7463,167,186,770,609546.763322803,210291.615543573,0.174928557,186,770,609548.081309183,210292.968440719,0.274772633,2,2,2
7448,167,186,766,609546.393261798,210309.63837185,0.070710678,186,766,609537.036945959,210318.699594334,0.148996644,2,2,2
7467,167,186,772,609549.438092837,210289.02092936,0.114455231,186,771,609550.271514411,210289.861396853,0.12083046,1,3,4
7468,167,186,772,609549.637612434,210287.026153472,0.140712473,186,772,609549.438092837,210289.02092936,0.114455231,1,3,6
7469,167,186,772,609548.277741437,210283.017118864,0.415932687,186,772,609549.637612434,210287.026153472,0.140712473,2,2,2
7470,167,186,773,609552.441401613,210284.038198196,0.350142828,186,772,609548.277741437,210283.017118864,0.415932687,2,2,2
7471,167,186,773,609548.610355483,210280.980952488,0.238327506,186,773,609552.441401613,210284.038198196,0.350142828,2,2,2
7477,167,186,775,609550.677320892,210274.919851893,0.438748219,186,774,609549.821164061,210273.076770977,0.23194827,2,2,2
7480,167,186,775,609554.280243044,210273.65609659,0.156204994,186,775,609552.517332775,210273.291295663,0.096953597,2,2,2
7481,167,186,776,609554.81820539,210273.012280523,0.553172667,186,775,609554.280243044,210273.65609659,0.156204994,2,2,2
7483,167,186,776,609558.382033876,210270.294483263,0.154272486,186,776,609557.86488674,210271.774891557,0.42860238,2,2,2
7485,167,186,777,609557.933346803,210267.111738443,0.13453624,186,776,609556.778668957,210268.327223203,0.366196668,2,2,2
7450,167,186,767,609546.256610056,210305.528831112,0.074833148,186,767,609545.503958776,210308.778629676,0.041231056,2,2,2
7491,167,186,778,609564.200172105,210264.236471524,?,186,778,609563.392796061,210264.684157841,0.185741756,2,2,2
7493,167,186,779,609570.618739534,210265.815916574,0.397492138,186,779,609567.861296641,210264.154245494,0.180554701,2,2,2
7494,167,186,779,609571.208128102,210269.614685709,0.300832179,186,779,609570.618739534,210265.815916574,0.397492138,1,3,6
7452,167,186,767,609546.431041732,210304.251631729,0.361247837,186,767,609547.360193654,210305.668803617,0.245153013,1,3,6
7455,167,186,768,609548.877955986,210303.127432486,0.197484177,186,768,609545.292661529,210303.029487941,0.174928557,2,2,2
7666,167,187,792,610311.873077779,210512.370047844,0.589745708,187,791,610316.393344473,210519.1638303,0.279642629,2,2,2
7677,167,187,795,610178.189290312,210536.217451673,10.87589996,187,795,610304.927886643,210507.629804343,0.200997512,3,6,10
7678,167,187,795,610010.136157975,210558.400767024,10.7969116,187,795,610178.189290312,210536.217451673,10.87589996,3,6,10
7679,167,187,795,609859.357432856,210511.615475072,8.803573138,187,795,610010.136157975,210558.400767024,10.7969116,3,6,10
7670,167,187,793,610305.8645372,210507.771644554,0.075498344,187,793,610307.340907263,210506.466218908,0.114455231,1,4,5
7671,167,187,793,610303.635556545,210507.53194301,0.041231056,187,793,610305.8645372,210507.771644554,0.075498344,1,4,5
7750,167,187,815,609580.104291375,210288.101287149,0.156524758,187,815,609578.285585978,210291.569292128,0.120415946,1,3,6
7751,167,187,815,609580.579663602,210285.897443097,0.024494897,187,815,609580.104291375,210288.101287149,0.156524758,1,3,6
7753,167,187,816,609580.819626304,210279.704779032,0.200997512,187,815,609581.331811912,210283.564206093,0.13190906,1,3,6
7754,167,187,816,609581.379809386,210277.13467145,0.260959767,187,816,609580.819626304,210279.704779032,0.200997512,2,2,2
7755,167,187,816,609580.9725963,210275.611839259,0.181934054,187,816,609581.379809386,210277.13467145,0.260959767,2,2,2
7759,167,187,817,609579.662582151,210269.178100192,0.224944438,187,817,609580.223606641,210270.526473524,0.251992063,2,2,2
7760,167,187,818,609579.448876776,210268.024951396,0.217485632,187,817,609579.662582151,210269.178100192,0.224944438,1,3,6
7764,167,187,819,609580.578956903,210259.876023131,0.283196045,187,819,609580.579079665,210262.771718991,0.197230829,2,2,2
7904,167,188,823,610139.140051402,210552.323965887,5.525124433,188,813,610203.422752909,210529.482460792,0.172916165,3,6,10
7921,167,188,831,609684.211229682,210328.397629252,0.305941171,188,830,609691.992153755,210330.352996326,0.76223356,2,2,2
7922,167,188,831,609680.748635955,210327.361853926,0.299833287,188,831,609684.211229682,210328.397629252,0.305941171,2,2,2
7923,167,188,831,609675.949229751,210327.19166456,0.204205779,188,831,609680.748635955,210327.361853926,0.299833287,2,2,2
7924,167,188,831,609675.257799843,210328.99949063,0.086023253,188,831,609675.949229751,210327.19166456,0.204205779,2,2,2
7925,167,188,832,609671.569337092,210328.643752223,0.115758369,188,831,609675.257799843,210328.99949063,0.086023253,2,2,2
7927,167,188,832,609665.824928795,210328.570852909,0.324037035,188,832,609670.819614843,210329.263447869,0.070710678,2,2,2
7932,167,188,834,609668.632556497,210336.481416117,0.014142136,188,833,609668.526726628,210336.954181265,0.167928556,2,2,2
7933,167,188,834,609668.593472771,210335.990406403,0.033166248,188,834,609668.632556497,210336.481416117,0.014142136,1,5,7
7934,167,188,834,609668.460304287,210336.025156789,0.100498756,188,834,609668.593472771,210335.990406403,0.033166248,1,5,7
7935,167,188,834,609667.883005272,210335.195032791,0.144568323,188,834,609668.460304287,210336.025156789,0.100498756,2,2,2
7938,167,188,835,609660.998128554,210338.522472412,0.369594372,188,835,609663.341668804,210338.083542671,0.160312195,2,2,2
7939,167,188,835,609657.059799596,210339.657310592,0.35,188,835,609660.998128554,210338.522472412,0.369594372,2,2,2
7940,167,188,836,609653.555981,210340.826962551,0.075498344,188,835,609657.059799596,210339.657310592,0.35,2,2,2
7941,167,188,836,609652.937119645,210341.212696223,0.083066239,188,836,609653.555981,210340.826962551,0.075498344,1,5,7
7948,167,188,838,609641.120974794,210361.798612463,0.451442134,188,838,609643.635926607,210359.823513259,0.185741756,2,2,2
7949,167,188,838,609640.772405835,210367.255266387,0.065574385,188,838,609641.120974794,210361.798612463,0.451442134,2,2,2
7950,167,188,838,609637.449397572,210369.618303442,0.342198773,188,838,609640.772405835,210367.255266387,0.065574385,2,2,2
7951,167,188,839,609632.946055843,210370.022525482,0.359444015,188,838,609637.449397572,210369.618303442,0.342198773,2,2,2
8127,167,189,804,610358.667419089,210514.262909361,0.140712473,189,804,610357.327307127,210515.799154488,0.057445626,2,8,14
8219,167,189,829,610271.284947341,210538.766786342,0.260192237,189,829,610273.699565958,210540.611329661,0.237697286,2,2,2
8220,167,189,829,610270.060094391,210537.771671935,0.312089731,189,829,610271.284947341,210538.766786342,0.260192237,2,2,2
8221,167,189,829,610266.710138787,210535.89816401,0.245356883,189,829,610270.060094391,210537.771671935,0.312089731,2,2,2
8222,167,189,830,610266.124615661,210534.364364967,0.06164414,189,829,610266.710138787,210535.89816401,0.245356883,2,2,2
8128,167,189,804,610360.422255836,210512.974178556,0.060827625,189,804,610358.667419089,210514.262909361,0.140712473,1,5,7
8129,167,189,805,610359.867028803,210512.130660048,0.207123152,189,804,610360.422255836,210512.974178556,0.060827625,2,8,14
8131,167,189,805,610359.991482429,210510.389419269,0.024494897,189,805,610360.396533118,210511.719435934,0.220454077,2,8,14
8132,167,189,805,610360.00662684,210510.734545677,0.090553851,189,805,610359.991482429,210510.389419269,0.024494897,1,5,7
8119,167,189,802,610356.836684108,210515.725175176,0.070710678,189,802,610356.5965462,210516.133034692,0.232808935,1,5,7
8138,167,189,807,610360.792309687,210506.508734753,0.02236068,189,807,610360.780794198,210506.475666497,0.0678233,1,5,7
8139,167,189,807,610360.680320203,210506.450273085,0.078102497,189,807,610360.792309687,210506.508734753,0.02236068,1,5,7
8140,167,189,808,610360.573117429,210506.803462547,0.126885775,189,807,610360.680320203,210506.450273085,0.078102497,1,5,7
8141,167,189,808,610360.928797048,210506.759484074,0.06164414,189,808,610360.573117429,210506.803462547,0.126885775,1,5,7
8143,167,189,808,610361.500966773,210506.188394201,0.115758369,189,808,610360.692839355,210506.569655288,0.137477271,1,5,7
8144,167,189,809,610361.370964617,210506.495365692,0.070710678,189,808,610361.500966773,210506.188394201,0.115758369,1,5,7
8145,167,189,809,610360.824771622,210506.428672103,0.078740079,189,809,610361.370964617,210506.495365692,0.070710678,1,5,7
8146,167,189,809,610360.402701239,210506.506624709,0.037416574,189,809,610360.824771622,210506.428672103,0.078740079,1,5,7
8151,167,189,810,610360.92686692,210506.593495726,0.115758369,189,810,610361.314931271,210506.462815095,0.059160798,1,5,7
8152,167,189,811,610361.64904681,210506.478851276,0.087749644,189,810,610360.92686692,210506.593495726,0.115758369,1,5,7
8153,167,189,811,610361.342054121,210506.880846867,0.08660254,189,811,610361.64904681,210506.478851276,0.087749644,1,5,7
8154,167,189,811,610361.045971219,210506.306572219,0.064807407,189,811,610361.342054121,210506.880846867,0.08660254,1,5,7
8155,167,189,812,610361.25557813,210506.144764559,0.07,189,811,610361.045971219,210506.306572219,0.064807407,1,5,7
8156,167,189,812,610361.791490907,210506.284622446,0.11,189,812,610361.25557813,210506.144764559,0.07,1,5,7
8158,167,189,812,610359.848972533,210509.620786237,0.314642654,189,812,610362.126764515,210506.400251621,0.143527001,2,8,14
8159,167,189,813,610357.542000141,210517.031778842,0.263818119,189,812,610359.848972533,210509.620786237,0.314642654,2,8,14
8160,167,189,813,610354.926229383,210520.860532841,0.502891638,189,813,610357.542000141,210517.031778842,0.263818119,2,8,14
8161,167,189,813,610352.13771105,210526.105715143,0.222036033,189,813,610354.926229383,210520.860532841,0.502891638,2,8,14
8165,167,189,814,610369.454894129,210529.709240293,0.122065556,189,814,610370.651925778,210530.226548815,0.720347139,2,4,15
8166,167,189,814,610369.702754594,210529.965333339,0.184119526,189,814,610369.454894129,210529.709240293,0.122065556,2,4,15
8167,167,189,815,610368.963568494,210530.531727681,0.053851648,189,814,610369.702754594,210529.965333339,0.184119526,2,4,15
8174,167,189,817,610324.855888529,210513.679975069,0.194164878,189,816,610322.63734196,210513.380391756,0.294788059,2,2,2
8179,167,189,818,610329.478263251,210528.295030707,0.610655386,189,818,610329.930518621,210523.156682309,0.06,2,2,2
8180,167,189,818,610330.691345713,210532.105832853,0.092736185,189,818,610329.478263251,210528.295030707,0.610655386,2,2,2
8184,167,189,820,610339.426197381,210531.851486863,0.086023253,189,819,610337.152683861,210533.524770801,0.235372046,2,2,2
8185,167,189,820,610339.634413103,210531.570165216,0.16583124,189,820,610339.426197381,210531.851486863,0.086023253,2,2,2
8187,167,189,820,610342.115433691,210531.46825787,0.343220046,189,820,610342.336099071,210530.34345335,0.449555336,2,2,2
8192,167,189,822,610353.843615131,210535.920367047,0.070710678,189,821,610353.681468526,210535.377737182,0.103923048,1,5,7
8200,167,189,824,610366.317136664,210532.680809515,0.311287648,189,824,610365.361077556,210533.741119262,0.192613603,1,4,16
8206,167,189,825,610231.912473893,210472.519928459,0.836062199,189,825,610226.286812468,210474.046237497,0.06164414,3,6,10
8207,167,189,826,610289.564291096,210530.353057771,0.242693222,189,825,610231.912473893,210472.519928459,0.836062199,1,5,7
8209,167,189,826,610291.697953253,210533.880920189,0.449555336,189,826,610288.135078626,210530.927488383,0.092736185,2,2,2
8210,167,189,826,610289.076730223,210534.369611114,0.103923048,189,826,610291.697953253,210533.880920189,0.449555336,2,2,2
8211,167,189,827,610284.601195082,210538.12045813,0.581807528,189,826,610289.076730223,210534.369611114,0.103923048,2,2,2
8214,167,189,828,610276.103192634,210546.294237468,0.160623784,189,827,610284.304840873,210544.219921273,0.436004587,2,2,2
8307,167,190,889,610259.864214328,210550.215198508,0.154272486,190,889,610258.504646566,210549.122043515,0.217715411,1,7,13
8318,167,190,892,610256.413235347,210549.226067492,0.351283361,190,892,610255.509122168,210549.010808648,0.373898382,1,7,13
8319,167,190,892,610255.2633469,210548.933981681,0.172046505,190,892,610256.413235347,210549.226067492,0.351283361,1,7,13
8320,167,190,892,610254.848234585,210548.65326721,0.155241747,190,892,610255.2633469,210548.933981681,0.172046505,1,7,13
8322,167,190,893,610261.820835796,210550.006493527,0.036055513,190,893,610260.702793867,210548.624983774,0.258263431,1,5,7
8323,167,190,893,610255.022365536,210548.312571324,0.147309199,190,893,610261.820835796,210550.006493527,0.036055513,1,5,7
8324,167,190,893,610264.782132764,210547.176354689,0.060827625,190,893,610255.022365536,210548.312571324,0.147309199,1,5,7
8325,167,190,894,610260.279646304,210547.653743507,0.014142136,190,893,610264.782132764,210547.176354689,0.060827625,1,5,7
8308,167,190,889,610256.831287206,210548.802846348,0.342198773,190,889,610259.864214328,210550.215198508,0.154272486,1,7,13
8326,167,190,894,610260.061615563,210548.048074422,0.087749644,190,894,610260.279646304,210547.653743507,0.014142136,1,5,7
8327,167,190,894,610255.124075923,210548.444199379,0.075498344,190,894,610260.061615563,210548.048074422,0.087749644,1,5,7
8331,167,190,895,610263.052658782,210547.774208838,0.16673332,190,895,610260.80604953,210548.88940513,0.034641016,1,7,13
8332,167,190,896,610261.000743337,210547.446135402,0.258263431,190,895,610263.052658782,210547.774208838,0.16673332,1,7,13
8333,167,190,896,610261.867523993,210548.279401775,0.059160798,190,896,610261.000743337,210547.446135402,0.258263431,1,7,13
8334,167,190,896,610258.896421851,210548.353818427,0.033166248,190,896,610261.867523993,210548.279401775,0.059160798,1,7,13
8335,167,190,896,610263.876319921,210546.815023159,0.058309519,190,896,610258.896421851,210548.353818427,0.033166248,1,7,13
8309,167,190,889,610256.904866697,210548.430117776,0.172336879,190,889,610256.831287206,210548.802846348,0.342198773,1,7,13
8337,167,190,897,610262.057497433,210548.343596858,0.053851648,190,897,610262.38574108,210547.855015624,0.117898261,1,5,7
8338,167,190,897,610263.932658719,210547.830374496,0.10198039,190,897,610262.057497433,210548.343596858,0.053851648,1,5,7
8339,167,190,897,610254.971821251,210547.795194202,0.275317998,190,897,610263.932658719,210547.830374496,0.10198039,1,7,13
8340,167,190,898,610263.516704604,210545.564140254,0.107238053,190,897,610254.971821251,210547.795194202,0.275317998,1,7,13
8342,167,190,898,610262.584066424,210546.723810949,0.053851648,190,898,610261.946670147,210547.42848773,0.169705627,1,7,13
8343,167,190,899,610262.782851494,210546.58868646,0.036055513,190,898,610262.584066424,210546.723810949,0.053851648,1,7,13
8344,167,190,900,610255.846939882,210551.258033994,0.165529454,190,899,610262.782851494,210546.58868646,0.036055513,1,7,13
8345,167,190,900,610255.151192627,210551.730971098,0.180277564,190,900,610255.846939882,210551.258033994,0.165529454,1,7,13
8346,167,190,900,610253.77739835,210552.284845374,0.092736185,190,900,610255.151192627,210551.730971098,0.180277564,1,7,13
8347,167,190,900,610254.184706814,210551.89495166,0.157797338,190,900,610253.77739835,210552.284845374,0.092736185,1,7,13
8348,167,190,901,610254.213768228,210551.522740891,0.08660254,190,900,610254.184706814,210551.89495166,0.157797338,1,7,13
8349,167,190,901,610254.506842995,210551.838078239,0.078740079,190,901,610254.213768228,210551.522740891,0.08660254,1,7,13
8350,167,190,901,610254.961608558,210550.74373081,0.169115345,190,901,610254.506842995,210551.838078239,0.078740079,1,7,13
8351,167,190,901,610256.118376941,210550.670504301,0.088317609,190,901,610254.961608558,210550.74373081,0.169115345,1,7,13
8311,167,190,890,610261.999609524,210548.151693919,0.045825757,190,890,610260.534229453,210548.487493256,0.224053565,1,7,13
8312,167,190,890,610255.812788944,210548.323295318,0.486929153,190,890,610261.999609524,210548.151693919,0.045825757,1,7,13
8313,167,190,890,610257.897316657,210549.540826547,0.100498756,190,890,610255.812788944,210548.323295318,0.486929153,1,7,13
8554,167,191,907,610253.930724217,210557.808025473,0.25,191,906,610251.915443942,210556.802189545,?,2,2,2
8556,167,191,907,610256.499701386,210555.699625393,0.192353841,191,907,610259.210506237,210552.387633,0.421188794,2,2,2
8558,167,191,908,610263.179236301,210553.868778453,0.017320508,191,907,610262.556372915,210553.90922998,0.237697286,2,2,2
12894,169,191,908,606794.87589024,211394.487389106,0.091104336,191,908,606795.105534674,211395.082766659,0.124498996,2,3,3
8545,167,191,904,610235.183326903,210549.911392961,0.178325545,191,904,610235.008272286,210549.216166155,0.253179778,2,2,2
8566,167,191,910,610280.370613165,210556.22532084,0.27513633,191,910,610274.457309818,210558.857394869,0.174642492,2,4,8
8567,167,191,911,610286.614863081,210554.293298615,0.602992537,191,910,610280.370613165,210556.22532084,0.27513633,2,4,8
8568,167,191,911,610292.564568141,210552.876029681,0.445196586,191,911,610286.614863081,210554.293298615,0.602992537,2,4,8
8569,167,191,911,610304.197704519,210556.811282468,0.787591265,191,911,610292.564568141,210552.876029681,0.445196586,2,4,8
8571,167,191,912,610316.918837583,210554.76404716,0.140356688,191,911,610312.571848616,210558.081763868,0.294278779,2,2,2
8546,167,191,904,610237.607083615,210547.758194814,0.191049732,191,904,610235.183326903,210549.911392961,0.178325545,2,2,2
8574,167,191,912,610323.961843126,210561.209677192,0.136381817,191,912,610320.12124924,210564.043385369,0.078740079,2,4,11
8577,167,191,913,610332.558190305,210567.225496734,0.247790234,191,913,610323.557397694,210573.319990411,0.067082039,1,5,7
8578,167,191,913,610325.570824074,210572.253994369,0.118743421,191,913,610332.558190305,210567.225496734,0.247790234,2,2,2
8580,167,191,914,610321.622643958,210566.801633354,0.465295605,191,914,610322.62097374,210570.32939192,0.424264069,2,2,2
8581,167,191,914,610314.644703752,210567.8590137,0.393700394,191,914,610321.622643958,210566.801633354,0.465295605,2,2,2
8582,167,191,915,610308.985218373,210568.389729819,0.328329103,191,914,610314.644703752,210567.8590137,0.393700394,2,3,3
8584,167,191,915,610306.174874729,210567.931046864,0.115758369,191,915,610307.318890507,210567.718514412,0.07,1,3,4
8585,167,191,915,610307.554077503,210566.885713156,0.033166248,191,915,610306.174874729,210567.931046864,0.115758369,2,2,2
8548,167,191,905,610240.581797925,210553.733323675,0.316701752,191,905,610237.95918905,210553.146268254,0.449332839,2,2,2
8549,167,191,905,610243.992973395,210555.127994625,0.69267597,191,905,610240.581797925,210553.733323675,0.316701752,2,2,2
8551,167,191,906,610252.630069059,210549.343137376,0.222934968,191,905,610247.093930812,210550.908333351,0.086023253,2,2,2
8709,167,192,962,610351.042960918,210544.904272476,0.3082207,192,950,610306.226344527,210519.74027328,0,2,2,2
8719,167,192,964,610342.965670816,210546.186902317,0.053851648,192,964,610342.090762318,210548.481401039,0.107238053,2,4,8
8722,167,192,965,610343.958234415,210539.654424168,0.261725047,192,965,610342.553112234,210545.169072344,0.27202941,2,4,8
8723,167,192,966,610339.824728694,210538.361143901,0.489285193,192,965,610343.958234415,210539.654424168,0.261725047,2,4,8
8724,167,192,966,610338.377002004,210533.51716799,0.600749532,192,966,610339.824728694,210538.361143901,0.489285193,2,4,8
8725,167,192,966,610335.966156939,210533.910440597,0.301496269,192,966,610338.377002004,210533.51716799,0.600749532,2,2,2
8726,167,192,966,610335.983099678,210531.539596663,0.328329103,192,966,610335.966156939,210533.910440597,0.301496269,2,2,2
8727,167,192,967,610336.683181558,210530.482258787,0.150996689,192,966,610335.983099678,210531.539596663,0.328329103,2,2,2
8710,167,192,962,610347.134726812,210548.621919068,0.05,192,962,610351.042960918,210544.904272476,0.3082207,2,2,2
8728,167,192,967,610333.545993372,210529.675413925,0.292745623,192,967,610336.683181558,210530.482258787,0.150996689,1,7,13
8734,167,192,968,610324.637704626,210530.330202505,0.347706773,192,968,610327.519802397,210526.431916538,0.313209195,1,3,4
8735,167,192,969,610325.584685749,210534.230430087,0.20904545,192,968,610324.637704626,210530.330202505,0.347706773,2,2,2
8736,167,192,969,610323.647947755,210531.364350872,0.26925824,192,969,610325.584685749,210534.230430087,0.20904545,2,2,2
