8755,2,8,14
8756,1,3,4
8714,2,2,2
9097,2,4,8
9098,2,2,2
9099,2,2,2
9100,2,2,2
9101,2,2,2
9104,2,2,2
9105,2,2,2
9110,1,3,4
9111,2,2,2
9112,2,2,2
9113,1,3,4
9121,2,2,2
9123,1,3,6
9088,1,3,4
9125,1,3,4
9130,1,3,6
9131,2,2,2
9132,2,2,2
9089,1,3,4
9090,1,3,4
9091,2,2,2
9092,2,2,2
9093,2,2,2
9365,2,4,15
9506,1,7,13
9508,1,7,13
9509,1,7,13
9511,1,5,7
9512,1,1,1
9514,1,7,13
9515,1,7,13
9516,1,7,13
9517,1,7,13
9518,1,7,13
9521,1,7,13
9522,1,7,13
9524,1,7,13
9525,1,7,13
9528,1,7,13
9531,1,7,13
9532,1,7,13
9534,1,7,13
9535,1,7,13
9500,1,7,13
9538,1,7,13
9539,1,7,13
9541,1,7,13
9542,1,7,13
9501,1,7,13
9504,1,7,13
6336,1,5,7
6337,2,8,14
6338,2,8,14
6339,2,8,14
6340,2,8,14
6343,1,1,1
6344,1,1,1
6345,1,1,1
6346,1,1,1
6347,1,1,1
6349,2,8,14
6350,2,8,14
6351,1,5,7
6353,2,8,14
6356,2,8,14
6358,2,8,14
6362,2,8,14
6366,2,8,14
6382,2,4,15
6385,2,4,15
6386,2,4,15
11133,2,8,14
11140,2,8,14
11142,2,2,2
11143,2,2,2
11144,2,2,2
11145,2,2,2
11146,2,2,2
11148,2,2,2
11150,1,4,5
11151,1,5,7
11154,1,5,7
11155,2,2,2
11156,2,2,2
11157,2,2,2
11158,2,2,2
11162,2,2,2
282,2,2,2
11165,2,2,2
11167,2,2,2
11168,2,2,2
11169,2,2,2
11127,1,5,7
11130,1,5,7
11131,1,5,7
11752,2,8,14
11764,1,5,7
11765,1,1,1
11766,1,5,7
11770,1,5,7
11773,1,1,1
11775,1,1,1
11776,1,1,1
11777,1,1,1
11778,1,1,1
11779,1,1,1
11750,1,1,1
11751,1,1,1
11810,2,4,15
11811,2,4,15
11812,2,4,15
11815,1,4,16
11817,1,4,16
11820,2,4,15
11804,1,4,5
11805,1,4,5
12214,1,5,7
12305,3,6,10
12307,3,6,10
12220,2,4,11
12223,2,4,15
12206,1,5,7
12227,1,5,7
12232,1,5,7
12233,1,5,7
12207,1,5,7
12235,1,5,7
12236,1,5,7
12237,1,5,7
12238,1,5,7
12241,1,5,7
12243,1,5,7
12208,1,5,7
12245,1,5,7
12246,1,5,7
12249,1,5,7
12253,1,5,7
12209,1,5,7
12254,1,5,7
12255,1,5,7
12258,1,5,7
12259,1,5,7
12260,1,5,7
12261,1,5,7
12262,1,5,7
12263,1,5,7
12210,1,4,16
12264,1,5,7
12265,1,5,7
12268,1,5,7
12271,1,5,7
12272,1,5,7
12274,1,5,7
12275,1,5,7
12276,1,5,7
12277,1,5,7
12278,1,5,7
12281,1,5,7
12282,1,5,7
12285,1,5,7
12286,1,5,7
12289,1,5,7
12290,1,5,7
12292,1,5,7
12213,1,5,7
12295,1,4,5
12296,1,4,5
12297,1,5,7
12298,1,5,7
12299,1,5,7
12300,1,5,7
12301,1,5,7
12302,1,5,7
12794,2,2,2
12799,1,3,6
12800,1,3,6
12802,2,2,2
12803,2,2,2
12804,2,2,2
12805,2,2,2
12806,2,2,2
12807,2,2,2
12812,2,2,2
12813,2,2,2
12815,2,2,2
12816,2,2,2
12817,2,2,2
12819,2,2,2
12826,1,5,7
12827,1,5,7
12787,2,2,2
12789,2,2,2
12790,1,3,6
13124,1,5,7
13137,1,1,1
13139,1,1,1
13140,1,1,1
13141,1,1,1
13142,1,1,1
13125,1,5,7
13143,1,1,1
13144,1,1,1
8701,1,1,1
13146,2,8,14
13151,2,2,2
13126,1,5,7
13154,2,2,2
13156,2,2,2
13158,2,2,2
13159,2,2,2
13127,1,5,7
13164,2,2,2
13166,2,2,2
13167,1,5,7
13169,1,1,1
13170,1,1,1
13171,1,1,1
13128,1,5,7
13129,1,5,7
13130,1,1,1
13132,1,1,1
13427,1,5,7
