@relation gps_data_extended-weka.filters.unsupervised.attribute.Remove-V-R3-last-weka.filters.unsupervised.instance.Resample-S1-Z100.0

@attribute day numeric
@attribute min numeric
@attribute speed numeric
@attribute area numeric
@attribute movement_time numeric
@attribute movement_ratio numeric
@attribute distance numeric

@data
201,424,0.104881,24.601945,0.08594,0.265459,19.748256
62,231,0.028284,110846.081133,2.397064,0.272704,2399.667329
223,652,0,38992.53574,2.316788,0.553886,765.450976
257,319,0.221811,145056.717129,3.642641,0.579612,1143.801768
224,117,0.054772,29.909289,0.078679,0.619523,23.240828
182,620,0.274773,26.438916,5.768777,0.52371,22.030446
185,222,0.352278,1793.384127,0.519725,0.201865,190.521232
182,1021,?,16.339326,0.032864,0.112738,18.364892
213,1361,0.078102,3629.339565,0.690995,0.528428,237.990997
190,838,0.211896,3430.730936,1.890541,0.487585,244.27352
201,1225,0.03,26.715916,0.203844,0.768157,16.45278
180,1376,0,3.006125,0.02772,0.126938,13.321036
185,1156,0.226495,75.548353,0.191954,0.394981,30.130962
192,964,0.332566,7.462384,1.230456,0.204612,12.027242
188,1196,0.259808,460.488255,0.414054,0.28092,91.383034
184,94,0.208087,2403.534241,1.31057,0.37554,216.369415
65,1263,0.078102,11641.201618,4.986,0.972607,1107.308574
193,253,0.05099,1425.945064,0.808507,0.19616,263.786506
185,459,0.187083,338.172876,0.771749,0.566215,84.505737
196,97,0.022361,77.823067,0.498292,0.805304,45.169657
185,167,0.136382,3371.618393,0.083912,0.014484,359.185802
183,137,0.104881,3579.888878,1.275605,0.302747,257.019902
182,489,18.392808,476029.005698,58.79554,0.964929,3716.883696
207,783,0.022361,2833.207064,1.134847,0.906076,227.952515
192,925,0.540925,41.928401,8.663879,0.858999,20.172028
186,56,0,1175.703786,0.959577,0.316215,191.177813
201,248,0.531131,1913.500744,0.039512,0.008655,283.035296
189,815,0.23388,17.723411,6.3507,0.426751,14.881518
185,836,0.191311,9211.996355,5.992777,0.924287,395.504104
184,1340,0.082462,2798.948921,1.258517,0.347759,227.993154
78,1283,0,3070.023185,2.389523,0.886549,347.694608
185,487,0.411947,181.937905,0.593387,0.598495,61.470841
257,551,0.235797,10643.188192,1.556014,0.441415,638.03589
205,600,0.061644,9833.856334,2.613419,0.868824,547.455342
215,760,0.400749,34259.215393,0.048967,0.005427,1633.215115
189,804,0.130384,1.931974,1.929167,0.206254,9.353343
189,784,0.264197,2.604611,1.66745,0.473595,7.041671
199,511,19.50051,281915.386486,37.78731,0.866406,2660.44407
196,1255,0.024495,1549.749352,0.760075,0.306097,156.436605
182,654,0.108628,0.21507,0.217065,0.102017,4.255468
192,292,0.07874,393826.751932,34.25458,0.866774,2410.696215
223,1212,0,34430.813985,5.851132,0.950426,1132.76428
212,950,0.221133,1402.1468,0.680832,0.828907,149.487587
188,818,3.338398,998.064943,69.26756,0.960616,144.214886
195,239,0.081854,3410.468476,1.862143,0.388533,301.943869
213,1218,0.061644,80.274908,0.17068,0.681251,45.59799
182,335,0,590.829665,0.272959,0.124036,136.439638
186,778,0.08124,2938.870652,2.687095,0.844186,194.166623
185,562,0.548179,46.541546,2.412708,0.156574,30.818775
78,59,0.074833,464.639793,0.380605,0.656282,105.549339
66,918,0,38420.937718,3.322575,0.904482,672.242744
187,746,0.146287,5063.188854,0.536846,0.094115,347.95103
211,561,0.08124,5339.841835,0.206705,0.052357,718.533798
187,606,0.073485,3707.872506,7.30008,0.787951,611.466279
185,551,0.150997,32.583186,1.756856,0.072353,48.563408
202,814,0.128452,128785.896171,0.547278,0.041759,2385.209051
65,584,0.60597,216550.97471,7.119073,0.837417,1564.226875
188,751,?,0.212698,0.200174,0.177942,2.249882
187,400,0.134536,969.823761,0.583059,0.295479,120.369448
196,864,0.024495,3.463879,0.098968,0.731459,8.388708
206,1004,0.086603,13865.425015,0.407983,0.061645,1204.532526
191,936,0.225832,27.21704,4.020684,0.424381,18.948466
190,879,0.584466,8.619679,12.95558,0.862572,15.019705
76,670,0.111803,95.602365,0.073903,0.25462,35.700351
215,866,0.519711,114016.687416,3.655005,0.452784,1469.158525
211,106,0.08775,131388.503876,0.935385,0.060747,2802.447684
223,137,0.022361,31401.814025,3.450179,0.72712,863.588838
201,686,0.308707,5505.008805,0.600433,0.109531,339.875742
203,861,0.086603,2988.188794,0.088341,0.061694,303.564529
220,918,0.241247,3943.571609,0.227278,0.132526,312.123153
184,580,0.464112,18.178545,1.506094,0.10304,29.233094
189,620,0.237908,89.519465,0.094671,0.138795,49.110761
194,871,0.415452,153.469707,0.829946,0.573126,91.230526
191,913,0.073485,107.409946,15.73366,0.363002,43.343185
78,577,0.215407,9925.307688,2.595899,0.850021,564.975728
197,733,0.110454,5.967796,0.571242,0.15573,14.672643
201,1115,0.01,4058.470463,1.914728,0.850122,409.918339
191,905,0.086023,56.155742,14.42716,0.571936,25.22514
202,517,0.017321,5387.373936,0.053882,0.008599,1059.029904
187,858,0.109545,2319.376889,1.105587,0.37949,177.714139
81,1421,0,38.415229,0.011977,0.048328,45.104608
195,772,0.070711,5.913265,0.105618,0.695141,9.420117
182,542,0.205913,523499.026242,37.01627,0.858353,2716.861705
185,797,0.01,6697.759805,13.35695,0.912248,893.149128
183,797,0.145945,2.231987,0.021069,0.168738,7.741443
218,943,0.613514,3984.60809,0.151771,0.063273,436.557637
191,45,0.217486,1081.566963,3.652743,0.89971,251.714654
197,1008,0.110454,2555.657383,1.505598,0.507753,189.77396
196,450,0.337194,94889.217694,15.50965,0.855903,1123.49003
200,1201,0.037417,23.883164,0.184267,0.146563,77.949805
184,541,0.061644,257.029907,3.538631,0.829755,59.705401
220,1312,0,442.443694,0.190075,0.406935,85.010408
184,556,15.360788,41166.791312,1442.277,0.996857,1446.824443
188,368,0.04899,79.403194,0.219251,0.321068,42.338642
222,926,0.02,67156.477772,6.192264,0.962231,1177.663756
190,861,0.163095,52.884151,6.814813,0.646758,21.073769
182,386,0.014142,462.356849,0.800289,0.621178,79.877112
82,285,0.081854,51332.431403,3.224955,0.724557,810.069994
214,956,0.014142,973.759763,0.039031,0.025302,280.752993
186,1400,0.086023,83.616555,0.936508,0.765237,74.652695
192,934,0.140357,2.139543,0.996036,0.420792,7.101152
74,991,0.150997,338402.405807,5.266554,0.536627,1786.180637
190,852,0.163095,18.020395,8.018832,0.554907,14.450765
189,867,0.08124,4251.224413,4.518834,0.959834,287.184068
195,832,0,9977.727062,5.508985,0.901384,378.924975
196,171,0.338378,136.605753,0.123837,0.151259,50.760184
218,1047,0.05,188645.720758,10.93542,0.813489,2446.5557
64,1244,0.02,20622.140813,0.012733,0.001674,1384.552758
216,200,0.503587,5046.775893,0.452863,0.158883,521.602386
78,1222,0.086603,3255.613856,2.644104,0.936589,347.243837
182,644,0.169115,0.288532,0.310671,0.203117,3.059026
182,56,0.346699,4069.816829,1.342807,0.337367,238.815111
192,883,0.157797,0.975324,0.700144,0.133119,10.519035
213,694,0,2200.957705,0.526697,0.695443,137.081202
184,550,0.05,4.000923,2.623433,0.649476,8.078617
200,484,0.04899,42.849473,0.340151,0.767918,27.020063
187,1062,0.20664,567.331066,0.324427,0.115166,177.473799
184,679,0.014142,10809.363661,2.958808,0.369102,497.006338
223,1060,0.014142,42824.330549,4.652547,0.828418,1022.145781
220,478,0.037417,29554.53425,2.261675,0.475756,860.447739
192,981,0.240416,14.443993,4.790578,0.827131,11.583598
196,553,0.747596,3059.876981,0.843785,0.172665,302.983027
191,910,0.174642,33.164458,11.09648,0.827321,26.825093
190,760,0.01,13.487547,0.146791,0.671304,13.338558
68,1145,0.108628,9552.953803,0.947327,0.523646,329.255412
215,714,0.208087,47141.937691,7.822445,0.978437,1455.061089
201,441,0.126886,177.201467,0.346725,0.336489,73.159632
188,839,0.23388,34.713395,8.614131,0.743152,23.1827
182,783,0.156525,8.155455,1.986739,0.29914,13.283025
182,44,0.159374,7640.052548,7.915351,0.927068,529.359165
191,872,0.060828,1.762515,0.466855,0.146737,6.363156
184,569,0.299666,250.218475,8.933525,0.95552,102.84327
183,784,0.124499,2092.556599,2.633376,0.845924,193.006961
182,512,0.214243,341.278223,0.376793,0.33713,70.411898
223,137,0.022361,31401.814025,3.450179,0.72712,863.588838
195,641,0.27037,44.831942,8.600471,0.742773,23.157725
221,228,0.181108,148523.664737,6.222434,0.859558,1317.518006
204,419,0.726842,1622.026585,0.291944,0.250959,211.72342
75,1291,0.01,114.734863,0.20062,0.720581,34.244892
81,210,0.064031,3084.502321,0.400049,0.215258,265.759957
181,732,0.739527,51.482265,19.15748,0.501184,38.224466
206,180,0.214243,44062.450322,3.18272,0.656682,882.094007
185,105,0.037417,2218.478713,1.026702,0.322213,194.370965
71,763,0.141774,639242.532126,2.791704,0.126399,4041.823005
187,725,0.226716,1.223557,0.503829,0.077439,6.50614
192,885,0.05831,0.681293,0.767408,0.48796,3.145368
187,804,?,12.539522,7.438575,0.966344,15.395298
191,906,0.422493,75.443,7.731153,0.539291,28.671524
186,173,0.144568,2107.924666,0.341277,0.109354,224.700212
195,1381,0.116619,30.751156,0.217346,0.409325,32.921113
190,222,0.597495,16375.929253,0.202051,0.022202,1665.403006
191,435,0.464112,3212.997439,0.593436,0.121407,307.944139
78,362,0.033166,70045.014054,0.86739,0.066016,1616.097014
195,611,0.381182,10.209045,2.802477,0.673072,12.491137
77,169,0.082462,873.636041,0.169496,0.14186,146.961957
195,1432,0.042426,2333.576785,0.234507,0.06246,229.025612
201,70,0.070711,1256.440707,1.619663,0.721584,136.920154
182,613,0.589067,58.654147,13.03588,0.928689,28.073723
212,1163,0.151658,2860.829511,0.625859,0.535774,211.433051
205,17,0.115758,52.510451,0.015476,0.070504,39.729365
216,243,0.043589,3178.079388,0.11355,0.06467,319.564206
180,1147,0.37855,4594.883116,11.98103,0.927611,800.791737
186,45,0.01,4312.492572,0.638597,0.146253,266.349108
206,248,0,3400.985821,0.346686,0.14602,429.737735
183,61,0.230868,10555.821577,20.24597,0.98833,1618.317974
83,76,0.02,68.374561,0.11359,0.41023,34.057973
182,648,0.256905,19.675745,6.904508,0.910156,15.172142
61,109,0.527162,458253.945963,1.183284,0.302932,2917.859522
67,305,0.219545,39212.718026,1.995292,0.352574,1211.072787
197,669,0,676.297987,1.686348,0.739739,123.10117
192,1136,0.096954,912.277807,0.166784,0.056417,180.332191
189,172,0.184932,2316.421446,0.440422,0.091907,292.312857
185,582,0.115326,0.443794,1.426837,0.282918,5.043293
194,757,0,9655.704645,5.569717,0.452659,775.180272
212,808,0.098995,1368.503608,1.97165,0.961735,375.167816
187,714,0.175784,0.287783,0.451841,0.188253,2.400182
83,239,0.014142,5386.539004,3.63718,0.827812,540.42859
192,1013,0.084853,19631.404601,4.995973,0.752797,411.46575
181,1388,0.057446,2212.093913,1.011137,0.257127,243.811631
193,129,0.01,40.54299,0.158505,0.410107,24.349288
196,1120,0.064807,43810.056927,14.62701,0.921875,967.862227
185,564,0.02,129.332372,6.356498,0.231578,54.897275
217,717,0.070711,5107.346905,4.655931,0.974646,869.423196
220,727,0.060828,19238.97832,1.914318,0.831794,418.860865
207,894,0.33541,15810.114918,2.10817,0.723633,527.309841
182,514,0.128452,19766.075764,6.032119,0.878186,487.687518
200,570,0.053852,28319.287433,8.591483,0.764321,696.921604
190,1310,0.03,16.091742,0.099425,0.327339,18.527916
195,109,0.082462,64.586663,0.026194,0.044039,38.066382
182,544,0.146969,12247.539253,7.022878,0.907108,480.007091
182,1310,0.278209,2942.825331,2.295474,0.824963,169.733595
69,255,0.014142,41307.456828,3.886312,0.870565,812.471261
259,847,0.024495,17442.385932,1.335572,0.477021,509.567162
65,1046,0.186279,394747.038776,2.667984,0.225616,2152.213879
189,801,0.10247,0.525314,0.857979,0.22869,3.751716
184,682,0.210238,507025.20453,45.39063,0.947528,2970.063287
187,798,0.12083,31.386666,8.486269,0.890211,19.065752
221,650,0.298831,11540.113674,2.344562,0.646484,660.047945
188,740,0.208087,12.386012,5.186502,0.286492,18.10351
216,729,0.435201,4143.607598,0.414546,0.305315,247.113127
202,186,0.160312,3809.884132,0.38766,0.059902,394.763521
182,1207,0.201494,3937.992542,0.854603,0.136531,394.343515
197,709,0.161245,1.520614,1.085181,0.473014,6.882544
83,260,0.136382,34563.633079,3.829231,0.710453,657.561234
189,825,0.061644,5241.414715,38.07099,0.29184,260.902787
201,733,0.262679,2105.105076,0.285872,0.079884,221.872941
206,1028,0.237908,40055.255404,0.546142,0.056647,1754.692476
204,26,0.067082,6282.948607,0.384548,0.222669,367.849859
196,973,0.141774,178.219937,0.692884,0.398288,107.858535
210,1152,0.186011,3330.01927,0.721433,0.471712,278.349387
191,915,0.235372,9.650408,2.90477,0.544681,10.665955
190,908,0.090554,0.320383,0.089617,0.020558,4.359209
188,851,0.064031,26.148403,2.956552,0.31958,18.502726
192,774,0.014142,59.397308,0.174692,0.349872,30.956688
219,414,0.08124,4246.435554,0.490764,0.295596,302.166042
57,915,?,60380.487152,1.927037,0.875742,803.16894
182,957,0.254755,7.875944,0.028029,0.15749,11.212138
195,611,0.192614,20.28294,3.89529,0.722672,16.170358
188,720,0.014142,174.456331,0.501847,0.467333,51.544978
187,626,0.158114,1106.087121,7.717535,0.950252,536.023712
186,769,0.123288,26.483421,3.497818,0.377102,18.551055
182,785,0.137477,23.320004,6.337089,0.855654,14.812262
187,114,0.383797,1817.79996,0.4661,0.149115,190.672129
192,941,0.279643,75.247658,18.13497,0.677922,26.750815
185,16,0.096954,10667.485944,3.601037,0.791409,277.55981
186,106,0.459891,1070.277792,0.69578,0.363479,118.681989
185,490,0.042426,412.328067,1.070697,0.727349,89.795371
189,804,0.164317,25.146207,5.870787,0.530105,22.149506
190,786,0.014142,946.157681,0.988274,0.443358,138.202109
197,684,0.216564,2510.473512,1.042624,0.322863,203.446632
211,166,0.05,23819.392475,7.609722,0.967385,1439.529905
186,792,0.152971,9.805686,3.158425,0.712086,8.87091
181,606,0.03,18555.851858,0.320998,0.011704,1673.042331
190,876,0.327109,17.473619,7.936587,0.577944,13.732455
71,701,0.160312,539311.692535,7.471893,0.387479,3528.85059
82,376,0.286531,99366.354362,1.941945,0.251117,1407.447671
187,726,0.12083,1.681614,1.566862,0.193624,8.092302
201,205,?,4064.418929,2.009434,0.298513,410.620864
69,1286,0.143527,128698.926646,4.20186,0.667207,1146.178356
195,650,0.064031,2.789359,0.418996,0.031737,13.202133
187,1028,0.270924,117.967863,9.737361,0.567347,34.325956
209,1105,0.017321,2709.601032,0.249063,0.150567,299.404543
69,1354,0.240624,344.24985,0.08981,0.172922,95.04364
59,1199,0.014142,114779.453983,1.92488,0.733183,960.887312
185,1115,0.05,53.418937,0.391143,0.80545,30.108479
184,589,?,22.740461,11.56737,0.689593,16.774204
186,707,0.117898,40257.97873,13.78175,0.932138,916.675899
187,1012,0.575239,17.998864,2.260528,0.163389,27.670542
185,628,0.420595,14256.937953,1.097792,0.086636,861.651617
197,44,0.054772,712.509294,0.560143,0.323795,112.445481
194,771,0.489694,26084.484566,6.427119,0.530623,750.969378
187,980,0.237065,61558.778543,47.59477,0.981853,2956.940269
186,1411,0.042426,138.923557,0.141554,0.07088,121.822892
190,521,0.216564,2.403129,2.494124,0.338371,7.370972
183,27,0.139284,649.315541,0.526673,0.327036,99.847631
183,732,0.064031,2241.154211,0.656227,0.167962,246.140703
186,989,0.283549,7.963277,2.278082,0.13616,16.730922
71,1193,0,122.208333,0.032313,0.093636,63.497874
202,578,0,22652.478487,2.91359,0.873384,617.155931
216,534,0.017321,71.090152,0.033436,0.194321,36.65024
207,1056,0.037417,1190653.47229,11.04023,0.635774,3160.434544
191,460,0.25318,702.849725,0.175945,0.057374,187.06546
71,1037,0,118200.864653,4.037209,0.745976,1006.628828
204,101,0.036056,1769.485765,0.253885,0.187727,246.140057
201,322,0.280891,18840.931901,0.88466,0.052175,1068.195886
73,662,0,41759.081274,3.932299,0.916316,785.329949
204,853,0.139284,4088.158776,0.31874,0.216911,311.522735
257,826,0.041231,230577.606431,4.738814,0.50539,1725.285166
186,687,0.024495,14.246212,2.167194,0.064959,33.362547
58,1242,0.120416,5563.834446,1.611808,0.91465,643.20732
186,678,0.227596,2.27944,1.320284,0.30521,8.651637
212,182,0.11,126.052306,0.119268,0.563243,38.538912
182,171,0.053852,1409.176533,1.74356,0.445489,238.742444
188,763,0.083666,0.67826,0.883025,0.392046,4.504708
59,1084,0.08124,136430.114903,1.637856,0.564571,1058.888083
188,35,0.478539,997.175008,0.565093,0.235039,146.659576
80,71,0,7.45157,0.053407,0.694791,9.454794
191,901,0.172337,202.580709,6.744358,0.573473,235.211009
77,550,0.064031,4388.129468,2.475873,0.95573,476.662341
182,1063,0.061644,37.771053,0.088169,0.148043,36.924904
184,1004,0.091104,1724.778029,0.333629,0.108436,190.758568
208,1124,0.271662,4471.623468,0.763554,0.355749,392.778058
182,510,0.171464,1139743.24368,53.0727,0.789292,4236.175681
199,1254,0.392301,2303.418401,0.547647,0.103861,321.64719
202,618,0.08124,102.603908,0.11754,0.661835,32.500157
195,1208,0.045826,4155.300938,0.94076,0.158361,499.011875
184,985,0.117898,230.042688,0.565622,0.548196,62.93899
190,873,0.095394,7.239178,0.492504,0.07443,13.234091
182,130,0.01,3662.434456,0.93035,0.22565,263.870745
257,733,15.472508,79363.163154,2.363113,0.34186,1271.904687
190,871,0.124499,12.517449,3.40604,0.52313,13.021785
192,639,0.189209,32.55105,0.093195,0.158907,37.534432
68,995,0.383275,39063.239701,2.425125,0.648396,680.714661
197,712,0.128452,0.776677,0.396095,0.182302,6.518243
78,567,0.01,5713.765066,0.894534,0.451503,243.692096
186,1005,0.237908,9.941457,2.108717,0.111346,37.876768
216,307,0.117473,6512.62054,9.038611,0.983014,1682.647778
216,1187,0.145258,45943.85884,6.437034,0.957273,1223.830214
197,280,0.238747,2574.108395,1.121472,0.294827,235.837694
201,1084,0.036056,6580.394693,1.741728,0.829224,417.985995
203,1116,0.24779,3703.401742,0.798954,0.295938,491.352478
182,701,0.072801,3.846109,0.465374,0.101504,13.754395
215,805,0.104403,105927.143729,4.884169,0.866226,1031.83585
191,831,0.180278,74.016,0.402396,0.663559,37.598126
71,1037,0,118200.864653,4.037209,0.745976,1006.628828
193,961,0.014142,41653.344746,4.817369,0.843986,1038.833543
184,252,0.090554,116.968688,0.064417,0.054836,76.357455
183,1402,0.01,3048.802145,2.006754,0.816162,174.572694
185,161,0.01,202860.486266,45.99334,0.956492,3654.492621
220,939,0.01,140921.582952,8.915424,0.895545,1811.865132
78,1309,0.03,475.370862,0.29372,0.696536,76.746868
187,805,0.337194,71496.4924,44.99617,0.992795,2764.6859
190,1279,0.024495,39.480122,0.177065,0.552314,20.83816
204,313,0.199499,3115.598186,0.091414,0.039599,420.139086
197,312,0.626578,5846.939418,1.488858,0.331078,332.77781
181,900,0.214009,289.258572,0.301427,0.291033,63.178582
78,150,0.067082,582.001955,0.14166,0.180614,143.530876
196,169,0.092736,1331.540251,1.3529,0.428052,192.796655
184,568,0.093808,41.615772,9.105996,0.872836,20.865312
55,1294,0.167631,152307.17607,0.487037,0.100341,1766.783341
189,1215,0.193391,3262.001903,1.958328,0.891547,406.361778
191,879,0.630159,49.63884,9.784227,0.779883,25.091538
79,309,0.286007,86822.17739,4.941001,0.624442,973.257692
187,247,0.083666,14717.898129,23.70307,0.966686,1520.235343
210,591,0.07,40803.593428,7.712953,0.890917,1575.631858
199,1231,0.214476,2988.723706,1.92371,0.27104,447.143299
199,521,0.446654,272629.727341,37.53436,0.818713,2796.578603
187,972,0.12083,1049.545446,0.376094,0.086985,272.391792
195,1272,0.219545,1624.438969,0.363214,0.105928,264.024225
195,855,0,1480.345699,7.863248,0.931128,523.581471
67,1066,0.740338,91871.252778,2.234289,0.40137,1185.697699
70,159,0,34.26838,0.039684,0.12631,57.494323
201,451,0.017321,146.650168,0.091886,0.065923,86.417916
187,1033,0.20025,34.627809,12.89373,0.666218,19.35363
191,916,0.290345,18.880124,3.733366,0.498949,14.964912
197,695,0.198746,0.462282,0.213556,0.192377,3.330275
189,1025,0.302655,34674.378621,11.36273,0.806937,901.2038
258,4,0.152643,955.093019,0.192884,0.257356,136.406389
182,788,0.370675,8.886114,1.187192,0.182611,13.002384
187,206,0.07874,20056.016291,23.25986,0.930195,1550.33231
216,185,0.401248,61024.224525,8.790033,0.851672,1878.405696
181,727,0.041231,52.302148,10.77835,0.840101,25.65964
210,940,0.31209,55.636067,0.114681,0.618846,33.727286
